show_id,category,title,director,country,release_date,rating,duration,type,description,date
s6414,Movie,The Grandmaster,Wong Kar Wai,"Hong Kong, China",26/9/2019,PG-13,108 min,"Action & Adventure, Dramas, International Movies","As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.",26/9/2019
s6415,Movie,The Great Battle,,South Korea,8/4/2019,TV-MA,136 min,"Action & Adventure, Dramas, International Movies","In seventh-century Korea, the commander of Ansi Fortress, Yang Man-chun, combats Tang invaders in a retelling of an epic clash against all odds.",4/8/2019
s6416,TV Show,The Great British Baking Show,Andy Devonshire,United Kingdom,25/9/2020,TV-14,8 Seasons,"British TV Shows, Reality TV","A talented batch of amateur bakers face off in a 10-week competition, whipping up their best dishes in the hopes of being named the U.K.'s best.",25/9/2020
s6417,TV Show,The Great British Baking Show: Holidays,,,4/12/2020,TV-14,3 Seasons,"British TV Shows, Reality TV","Deck the halls with sugar, butter and chocolate as competitors from past seasons bake sweet Yuletide treats for judges Paul Hollywood and Prue Leith.",12/4/2020
s6418,TV Show,The Great British Baking Show: Masterclass,,United Kingdom,1/12/2018,TV-PG,4 Seasons,"British TV Shows, Reality TV",Hosts Mary Berry and Paul Hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show.,12/1/2018
s6419,TV Show,The Great British Baking Show: The Beginnings,,,1/11/2018,TV-PG,1 Season,"British TV Shows, Reality TV",A dozen amateur bakers amiably compete for the coveted title of Britain's best as they whip up tasty treats for judges Mary Berry and Paul Hollywood.,11/1/2018
s6420,Movie,The Great Gambler,Shakti Samanta,India,31/12/2019,TV-14,161 min,"Action & Adventure, Classic Movies, Cult Movies","After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger.",31/12/2019
s6421,Movie,The Great Hack,"Karim Amer, Jehane Noujaim",United States,24/7/2019,TV-MA,114 min,Documentaries,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.,24/7/2019
s6422,TV Show,The Great Heist,,Colombia,14/8/2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In 1994, a team of thieves plans an ambitious heist to steal millions from Colombia's Bank of the Republic. Inspired by true events.",14/8/2020
s6423,Movie,The Great Magician,Yee Tung-Shing,"Hong Kong, China",11/5/2019,TV-14,128 min,"Action & Adventure, Comedies, Dramas","In 1920s Beijing, a host of talented performers gather to show off their skills. The challenge: reproduce a magic trick called the Eight Immortals.",5/11/2019
s6424,Movie,The Great Raid,John Dahl,"United States, Australia",1/11/2019,R,133 min,"Action & Adventure, Dramas","In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.",11/1/2019
s6425,TV Show,The Great Train Robbery,,United Kingdom,31/3/2017,NR,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history.",31/3/2017
s6426,Movie,The Green Hornet,Michel Gondry,United States,18/4/2020,PG-13,119 min,"Action & Adventure, Comedies","A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.",18/4/2020
s6427,Movie,The Green Inferno,Eli Roth,"United States, Spain",16/11/2019,R,101 min,"Horror Movies, Independent Movies","Determined to save an Amazon tribe being squeezed by logging, a group of students finds nothing but trouble when their plane crashes in the jungle.",16/11/2019
s6428,Movie,The Guardian Brothers,Gary Wang,China,1/9/2017,TV-G,86 min,"Children & Family Movies, Comedies","When a Chinese family's soup shop is targeted for sabotage by a competitor, two guardians from the spirit world leave retirement to protect them.",9/1/2017
s6429,Movie,The Guernsey Literary and Potato Peel Pie Society,Mike Newell,"United Kingdom, France, United States",10/8/2018,TV-PG,124 min,"Dramas, Romantic Movies",A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.,8/10/2018
s6430,TV Show,The Guest,,South Korea,1/12/2020,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries","Bound together by a tragic past, a psychic, a priest and a detective join forces to take down a powerful spirit that's driven by bloodthirst.",12/1/2020
s6431,TV Show,The Guild,,United States,2/3/2019,TV-MA,1 Season,TV Comedies,Fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.,3/2/2019
s6432,Movie,The Half Of It,Alice Wu,United States,1/5/2020,PG-13,105 min,"Comedies, Dramas, LGBTQ Movies","When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend — or fall for his crush.",5/1/2020
s6433,Movie,The Happytime Murders,Brian Henson,"United States, China, Canada",1/12/2020,R,91 min,"Action & Adventure, Comedies","In an LA where puppets and humans coexist, a down-on-his-luck detective teams with his ex-partner to nab a killer targeting the cast of an old TV show.",12/1/2020
s6434,Movie,The Hard Way,Keoni Waxman,United States,5/3/2019,TV-MA,94 min,Action & Adventure,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.",3/5/2019
s6435,Movie,The Hateful Eight,Quentin Tarantino,United States,25/10/2017,R,168 min,"Action & Adventure, Thrillers","Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.",25/10/2017
s6436,TV Show,The Hateful Eight: Extended Version,Quentin Tarantino,,25/4/2019,R,1 Season,TV Shows,"Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.",25/4/2019
s6437,Movie,The Hater,Jan Komasa,Poland,29/7/2020,TV-MA,136 min,"Dramas, International Movies, Thrillers",A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.,29/7/2020
s6438,Movie,The Hatred,Michael G. Kehoe,United States,11/12/2017,R,94 min,Horror Movies,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.,12/11/2017
s6439,TV Show,The Haunted Hathaways,,United States,1/1/2021,TV-G,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",Single mom Michelle Hathaway and her daughters find that they share their New Orleans home with the ghosts of single dad Ray Preston and his two sons.,1/1/2021
s6440,TV Show,The Haunting of Bly Manor,,United States,9/10/2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House.""",10/9/2020
s6441,TV Show,The Haunting of Hill House,,United States,12/10/2018,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",10/12/2018
s6442,Movie,The Haunting of Molly Hartley,Mickey Liddell,United States,4/10/2018,PG-13,85 min,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",10/4/2018
s6443,Movie,The Healer,Paco Arango,"Spain, Canada, United States",1/6/2020,TV-14,108 min,"Children & Family Movies, Dramas, Faith & Spirituality","A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop.",6/1/2020
s6444,TV Show,The Healing Powers of Dude,,,13/1/2020,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas","When an 11-year-old boy with social anxiety disorder starts middle school, he finds strength in a scruffy emotional support dog named Dude.",13/1/2020
s6445,Movie,The Heartbreak Club,"Charles Gozali, Bagus Bramanti",Indonesia,14/1/2021,TV-14,101 min,"Comedies, Dramas, International Movies","Coping with heartbreak, the shy owner of a floundering cafe finds solace in the Javanese love songs of Didi Kempot.",14/1/2021
s6446,Movie,The Heartbreak Kid,"Bobby Farrelly, Peter Farrelly",United States,1/5/2020,R,116 min,"Comedies, Romantic Movies","Ben Stiller stars as a newlywed who marries a dreamy woman, only to learn on their honeymoon that she's a total nightmare.",5/1/2020
s6447,Movie,The Heat: A Kitchen (R)evolution,Maya Gallus,Canada,7/5/2019,TV-MA,71 min,Documentaries,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,5/7/2019
s6448,Movie,The Help,Tate Taylor,United States,1/6/2020,PG-13,147 min,Dramas,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.",6/1/2020
s6449,Movie,The Heretics,Chad Archibald,Canada,4/9/2019,TV-MA,88 min,Horror Movies,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.,9/4/2019
s6450,Movie,The Heroes of Evil,Zoe Berriatúa,Spain,1/6/2016,TV-MA,99 min,"Dramas, International Movies","Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair.",6/1/2016
s6451,Movie,The Heyday of the Insensitive Bastards,"Mark Columbus, Lauren Hoekstra, Sarah Kruchowski, Ryan Moody, Simon Savelyev, Vanita Shastry, Shadae Lamar Smith, Jeremy David White",United States,26/2/2018,TV-MA,96 min,"Dramas, Independent Movies",An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.,26/2/2018
s6452,Movie,The Highwaymen,John Lee Hancock,United States,29/3/2019,R,132 min,Dramas,Two steely former Texas Rangers are tasked with tracking and killing infamous criminals Bonnie and Clyde in this crime drama based on real events.,29/3/2019
s6453,Movie,The History of Future Folk,"John Mitchell, Jeremy Kipp Walker",United States,23/12/2020,TV-14,85 min,"Action & Adventure, Comedies, Independent Movies",An alien ordered to colonize Earth abandons his mission when he hears music for the first time and is determined to save his adopted planet.,23/12/2020
s6454,TV Show,The Hockey Girls,"Kiko Cruz Claverol, Patricia Font",Spain,20/9/2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","The passionate members of a girls' roller hockey team chase down victories in the rink while striving to make time for school, family and romance.",20/9/2019
s6455,Movie,The Holiday Calendar,Bradley Walsh,United States,2/11/2018,TV-G,95 min,"Dramas, Romantic Movies",A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future – and pointing her toward love.,11/2/2018
s6456,TV Show,The Holiday Movies That Made Us,,United States,1/12/2020,TV-PG,1 Season,Docuseries,"Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.",12/1/2020
s6457,TV Show,The Hollow,,Canada,8/5/2020,TV-Y7,2 Seasons,"Kids' TV, TV Thrillers","Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts.",5/8/2020
s6458,Movie,The Hollow Point,Gonzalo López-Gallego,United States,16/3/2017,R,97 min,Action & Adventure,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.,16/3/2017
s6459,TV Show,The Hollywood Masters,,United States,23/10/2018,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows,"Top Hollywood stars and directors open up about their dreams, struggles and lifelong obsessions in interviews filmed in front of a live audience.",23/10/2018
s6460,Movie,The Holy Man,Note Chern-Yim,Thailand,25/7/2018,TV-14,92 min,"Comedies, Faith & Spirituality, International Movies","Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic.",25/7/2018
s6461,TV Show,The Homecoming,,,2/6/2017,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Reality TV","Panelists from the Korean show ""Abnormal Summit"" lead cast mates on tours of their home countries, including China, Nepal, Italy, Canada and France.",6/2/2017
s6462,TV Show,The Honeymoon Stand Up Special,,United States,17/4/2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials.",17/4/2018
s6463,TV Show,The Hook Up Plan,,France,11/10/2019,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","When Parisian Elsa gets hung up on her ex, her best friends secretly hire a male escort to help her move on. But their plan works a little too well.",10/11/2019
s6464,Movie,The House Next Door,Milind Rau,India,9/1/2018,TV-MA,135 min,"Horror Movies, International Movies, Thrillers","In this Hindi version of ""Aval,"" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood.",1/9/2018
s6465,TV Show,The House of Flowers,,Mexico,23/4/2020,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","In this dark comedy, a wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.",23/4/2020
s6466,Movie,The House of Flowers Presents: The Funeral,Manolo Caro,,1/11/2019,TV-MA,36 min,Movies,The de la Mora siblings publicly mourn the death of their mother amid multiple surprises and mishaps at Virginia's funeral.,11/1/2019
s6467,Movie,The House on Coco Road,Damani Baker,United States,30/6/2017,TV-14,79 min,Documentaries,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983.",30/6/2017
s6468,TV Show,The House That Made Me,,India,31/3/2017,TV-PG,3 Seasons,"International TV Shows, Reality TV","With host Vinay Pathak, Indian celebrities return to their childhood homes to reconnect with the past and share stories of their journey to success.",31/3/2017
s6469,Movie,The Hows of Us,Cathy Garcia-Molina,Philippines,22/10/2020,TV-14,120 min,"Dramas, International Movies, Romantic Movies","A young couple's house was once a happy home. But with one as the breadwinner and the other looking for a big break, can love still live here?",22/10/2020
s6470,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,Rudradeep Bhattacharjee,India,1/4/2017,TV-PG,53 min,"Documentaries, International Movies, Music & Musicals",A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.,4/1/2017
s6471,Movie,The Humanity Bureau,Rob W. King,Canada,18/12/2018,R,94 min,"Action & Adventure, Sci-Fi & Fantasy","In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.",18/12/2018
s6472,Movie,The Hummingbird Project,Kim Nguyen,"Canada, Belgium",22/10/2020,R,111 min,"Dramas, Independent Movies","After discovering a shortcut that gives them a technological advantage, two cousins look to earn their big score by outracing a massive corporation.",22/10/2020
s6473,Movie,The Hundred-Foot Journey,Lasse Hallström,"United States, India, United Arab Emirates",31/1/2019,PG,123 min,"Comedies, Dramas","A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street.",31/1/2019
s6474,TV Show,The Hunt,,United Kingdom,14/5/2017,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey.",14/5/2017
s6475,Movie,The Hurricane Heist,Rob Cohen,"United Kingdom, United States",26/9/2018,PG-13,103 min,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,26/9/2018
s6476,Movie,The Hurt Business,Vlad Yudin,United States,1/2/2017,PG-13,111 min,"Documentaries, Sports Movies","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs.",2/1/2017
s6477,TV Show,The I-Land,,United States,12/9/2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities – and the island that traps them.",9/12/2019
s6478,TV Show,The Idhun Chronicles,Maite Ruiz De Austri,Spain,8/1/2021,TV-14,2 Seasons,"Anime Series, International TV Shows, Spanish-Language TV Shows","A boy suddenly orphaned fights his parents' killer to save a planet, and discovers a new world of danger — and wonder.",1/8/2021
s6479,TV Show,The Iliza Shlesinger Sketch Show,,United States,1/4/2020,TV-MA,1 Season,TV Comedies,"From the mind of comedian Iliza Shlesinger comes a fun, irreverent mix of kooky characters, sly social commentary and pop culture gags.",4/1/2020
s6480,Movie,The Imaginarium of Doctor Parnassus,Terry Gilliam,"United Kingdom, Canada, France, United States",8/3/2019,PG-13,123 min,"Action & Adventure, Sci-Fi & Fantasy","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.",3/8/2019
s6481,Movie,The Impossible,J.A. Bayona,"Spain, Thailand, United States",1/11/2020,PG-13,114 min,Dramas,"Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia.",11/1/2020
s6482,TV Show,The In-Laws,,Singapore,1/8/2017,TV-14,1 Season,"International TV Shows, TV Dramas","She swore not to meddle in her kids' lives like her mother-in-law meddled in hers. But when her sons get married, that vow proves not so easy to keep.",8/1/2017
s6483,TV Show,The InBESTigators,,Australia,10/1/2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Four clever school kids start their own detective agency and vlog about their adventures, becoming fast friends in the process.",1/10/2020
s6484,TV Show,The Inbetweeners,,United Kingdom,1/1/2018,TV-MA,3 Seasons,"British TV Shows, TV Comedies",This rib-tickling series follows four English lads as they try – and fail spectacularly – to navigate the wretched no-man's land of adolescence.,1/1/2018
s6485,Movie,The Incident,Isaac Ezban,Mexico,19/6/2017,TV-MA,100 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected.",19/6/2017
s6486,Movie,The Incredible Jessica James,Jim Strouse,United States,28/7/2017,TV-MA,84 min,"Comedies, Independent Movies, Romantic Movies","Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.",28/7/2017
s6487,Movie,The Incredible Story of the Giant Pear,"Philip Einstein Lipski, Jørgen Lerdam, Amalie Næsby Fick",Denmark,1/3/2019,TV-G,75 min,Children & Family Movies,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island.",3/1/2019
s6488,Movie,The Incredibles 2,Brad Bird,United States,30/1/2019,PG,118 min,"Children & Family Movies, Comedies","When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",30/1/2019
s6489,TV Show,The Indian Detective,,"Canada, Germany, South Africa",19/12/2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies","In this crime dramedy, a suspended Canadian cop visits his father in Mumbai and assists in investigating a huge criminal operation with links to home.",19/12/2017
s6490,Movie,The Indian in the Cupboard,Frank Oz,United States,1/11/2020,PG,96 min,"Children & Family Movies, Dramas","A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet.",11/1/2020
s6491,Movie,The Influence,Dennis Rovira van Boekholt,"Spain, France",11/10/2019,TV-MA,102 min,"Horror Movies, International Movies","Back in her childhood home to help her sister care for their comatose mother, Alicia must face a dark force from her past that now threatens her child.",10/11/2019
s6492,Movie,The Informant!,Steven Soderbergh,United States,1/8/2018,R,108 min,"Comedies, Dramas","While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world.",8/1/2018
s6493,TV Show,The Inmate,,Mexico,26/9/2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.,26/9/2019
s6494,TV Show,The Innocence Files,,United States,15/4/2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","The Innocence Project unravels missteps and deceit in a series of wrongful convictions, exposing the injustice inflicted on victims and the accused.",15/4/2020
s6495,TV Show,The Innocent Man,,United States,14/12/2018,TV-MA,1 Season,"Crime TV Shows, Docuseries","This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s.",14/12/2018
s6496,TV Show,The Innocents,,United Kingdom,24/8/2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",Runaway teen lovers June and Harry find themselves swept up in a dangerous and confusing new world when June begins to display mysterious abilities.,24/8/2018
s6497,Movie,The Intent,"Femi Oyeniran, Kalvadour Peterson",United Kingdom,15/5/2017,TV-MA,99 min,"Dramas, International Movies, Thrillers","After burgeoning criminal Gunz joins the increasingly violent TIC crew, the gang finds itself dealing with threats from all sides.",15/5/2017
s6498,Movie,The Intent 2: The Come Up,"Femi Oyeniran, Nicky Slimting Walker",United Kingdom,21/2/2019,TV-MA,103 min,"Dramas, International Movies","During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them.",21/2/2019
s6499,Movie,The International Player,Ahmed Medhat,Egypt,25/4/2020,TV-14,93 min,"Dramas, International Movies, Sports Movies","A footballer for a local club aspires to join the big leagues then gets his shot at going pro, fueling his team's rise to victory.",25/4/2020
s6500,Movie,The Interview,Craig Monahan,Australia,1/11/2016,NR,101 min,"Cult Movies, Dramas, Thrillers","When a man who's seemingly lost everything is grabbed by police for questioning, it starts a twisted cat-and-mouse game between him and a detective.",11/1/2016
s6501,Movie,The Intouchables,"Olivier Nakache, Éric Toledano",France,11/1/2021,R,112 min,"Comedies, Dramas, International Movies","In need of a caregiver, a wealthy aristocrat with quadriplegia hires the last person anyone expects: an ex-con with no experience. Based on a true story.",1/11/2021
s6502,Movie,The Invention of Lying,"Ricky Gervais, Matthew Robinson",United States,1/1/2020,PG-13,99 min,"Comedies, Romantic Movies","In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.",1/1/2020
s6503,TV Show,The Investigator: A British Crime Story,,United Kingdom,5/3/2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries","After 40 years of inconclusive evidence, renowned criminologist Mark Williams-Thomas re-examines a string of mysterious murders.",3/5/2020
s6504,Movie,The Invisible Guardian,Fernando González Molina,"Spain, Germany",3/8/2017,TV-MA,129 min,"International Movies, Thrillers","When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past.",8/3/2017
s6505,Movie,The Invisible Guest,Paulo Oriol,Spain,1/7/2017,TV-14,106 min,"International Movies, Thrillers","After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect.",7/1/2017
s6506,Movie,The Invitation,Karyn Kusama,United States,8/7/2016,TV-MA,100 min,"Horror Movies, Independent Movies, Thrillers","A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.",7/8/2016
s6507,TV Show,The Irish Mob,,,1/12/2016,TV-MA,1 Season,"Crime TV Shows, Docuseries","This documentary crime series charts the rise of the Irish Mob in America, from urban immigrant poverty to political power and wealth.",12/1/2016
s6508,Movie,The Irishman,Martin Scorsese,United States,27/11/2019,R,209 min,Dramas,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,27/11/2019
s6509,Movie,The Irishman: In Conversation,,United States,5/12/2019,TV-MA,24 min,Documentaries,"Join director Martin Scorsese as he sits down with stars Robert De Niro, Al Pacino and Joe Pesci for an intimate, intriguing look inside ""The Irishman.""",12/5/2019
s6510,Movie,The Iron Lady,Phyllida Lloyd,"United Kingdom, France",7/7/2019,PG-13,105 min,"Dramas, International Movies","Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.",7/7/2019
s6511,TV Show,The Irregular at Magic High School,,Japan,15/11/2017,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows","Siblings Tatsuya and Miyuki enroll at Magic High School, where Miyuki's honors status comes between her and her underachieving older brother.",15/11/2017
s6512,Movie,The Island,Toka McBaror,Nigeria,29/11/2019,TV-14,93 min,"Dramas, International Movies, Thrillers","When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life.",29/11/2019
s6513,TV Show,The IT Crowd,,United Kingdom,1/8/2017,TV-MA,5 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows","Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner.",8/1/2017
s6514,Movie,The Ivory Game,"Kief Davidson, Richard Ladkani",Austria,4/11/2016,TV-14,112 min,Documentaries,"Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction.",11/4/2016
s6515,Movie,The Jack King Affair,"Benjamin Cohen, Nicolas Cotto",France,2/1/2018,TV-14,52 min,"Documentaries, International Movies",This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents.,1/2/2018
s6516,TV Show,The Jaime Maussan Show,,United States,1/12/2017,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",Mexican journalist and UFO investigator Jaime Maussan travels the world collecting evidence and firsthand accounts of extraterrestrial phenomena.,12/1/2017
s6517,Movie,The Jane Austen Book Club,Robin Swicord,United States,8/3/2019,PG-13,106 min,"Comedies, Dramas, Romantic Movies",Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.,3/8/2019
s6518,TV Show,The Joel McHale Show with Joel McHale,,United States,15/7/2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Trending news, pop culture, social media, original sketches and more come together in host Joel McHale's new weekly comedy commentary show.",15/7/2018
s6519,Movie,The Journey Is the Destination,Bronwen Hughes,United States,7/11/2017,R,123 min,Dramas,Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic.,11/7/2017
s6520,TV Show,The Judgement,,Thailand,2/11/2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture.",11/2/2018
s6521,TV Show,The Jungle Book,,"India, Germany, France",11/5/2019,TV-Y7,1 Season,Kids' TV,"This animated series follows young Mowgli and his animal mentors Bagheera and Baloo, who do their best to protect him from fierce tiger Shere Khan.",5/11/2019
s6522,Movie,The Jungle School,Riri Riza,Indonesia,30/10/2018,TV-PG,90 min,"Dramas, International Movies",An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.,30/10/2018
s6523,TV Show,The K2,,South Korea,1/10/2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A fugitive soldier gets swept up in personal and political intrigue when he's hired as a bodyguard for the family of a presidential candidate.,10/1/2019
s6524,Movie,The Karate Kid,Harald Zwart,"United States, China",17/10/2019,PG,140 min,"Children & Family Movies, Dramas","After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic.",17/10/2019
s6525,TV Show,The Keepers,,United States,19/5/2017,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.,19/5/2017
s6526,Movie,The Keeping Hours,Karen Moncrieff,United States,1/9/2018,PG-13,95 min,"Dramas, Thrillers","Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home.",9/1/2018
s6527,Movie,The Killer,Marcelo Galvão,Brazil,10/11/2017,TV-MA,100 min,"Action & Adventure, International Movies","In lawless badlands, reclusive Cabeleira sets out to discover the fate of his gunman father and grows to be a feared assassin himself.",11/10/2017
s6528,Movie,The Killing of a Sacred Deer,Yorgos Lanthimos,"Ireland, United Kingdom",5/4/2020,R,121 min,"Dramas, Independent Movies, Thrillers",A surgeon's carefully curated life edges toward disaster when a troubled teenage boy with mysterious motives begins to impose himself on his family.,4/5/2020
s6529,Movie,The Kindergarten Teacher,Sara Colangelo,"United States, Israel, United Kingdom, Canada",12/10/2018,R,97 min,"Dramas, Independent Movies",A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.,10/12/2018
